"Folio","Image","IliadLine","ImageROI"
"urn:cite2:hmt:e4.v1:84v","urn:cite2:hmt:e4img.2017a:e4_161","urn:cts:greekLit:tlg0012.tlg001:10.1",""
"urn:cite2:hmt:e4.v1:84v","urn:cite2:hmt:e4img.2017a:e4_161","urn:cts:greekLit:tlg0012.tlg001:10.2",""

